time,milliseconds,measurement,value,field,type,host,device,platform
15:46:24:463,7238,IMU,2489,mz,magnet,Name,Device1,Android
15:46:24:486,7261,sensor,157,a0,adc,Name,Device1,Android
15:46:24:508,7283,IMU,153,ax,acceleration,Name,Device1,Android
15:46:24:508,7283,IMU,973,ay,acceleration,Name,Device1,Android
15:46:24:508,7283,IMU,190,az,acceleration,Name,Device1,Android
15:46:24:531,7306,IMU,-82,gx,gyration,Name,Device1,Android
15:46:24:531,7306,IMU,-53,gy,gyration,Name,Device1,Android
15:46:24:531,7306,IMU,2,gz,gyration,Name,Device1,Android
15:46:24:553,7328,IMU,3777,mx,magnet,Name,Device1,Android
15:46:24:553,7328,IMU,-6366,my,magnet,Name,Device1,Android
15:46:24:553,7328,IMU,2293,mz,magnet,Name,Device1,Android
15:46:24:576,7352,sensor,124,a0,adc,Name,Device1,Android
15:46:24:601,7376,IMU,184,ax,acceleration,Name,Device1,Android
15:46:24:601,7376,IMU,973,ay,acceleration,Name,Device1,Android
15:46:24:601,7376,IMU,252,az,acceleration,Name,Device1,Android
15:46:24:620,7395,IMU,-58,gx,gyration,Name,Device1,Android
15:46:24:620,7395,IMU,-131,gy,gyration,Name,Device1,Android
15:46:24:620,7395,IMU,-4,gz,gyration,Name,Device1,Android
15:46:24:643,7418,IMU,3665,mx,magnet,Name,Device1,Android
15:46:24:643,7418,IMU,-6306,my,magnet,Name,Device1,Android
15:46:24:643,7418,IMU,1975,mz,magnet,Name,Device1,Android
15:46:24:666,7441,sensor,174,a0,adc,Name,Device1,Android
15:46:24:696,7471,IMU,194,ax,acceleration,Name,Device1,Android
15:46:24:696,7471,IMU,960,ay,acceleration,Name,Device1,Android
15:46:24:696,7471,IMU,334,az,acceleration,Name,Device1,Android
15:46:24:711,7486,IMU,-38,gx,gyration,Name,Device1,Android
15:46:24:711,7486,IMU,-102,gy,gyration,Name,Device1,Android
15:46:24:711,7486,IMU,7,gz,gyration,Name,Device1,Android
15:46:24:734,7509,IMU,3451,mx,magnet,Name,Device1,Android
15:46:24:734,7509,IMU,-6255,my,magnet,Name,Device1,Android
15:46:24:734,7509,IMU,1784,mz,magnet,Name,Device1,Android
15:46:24:756,7531,sensor,168,a0,adc,Name,Device1,Android
15:46:24:778,7553,IMU,228,ax,acceleration,Name,Device1,Android
15:46:24:778,7553,IMU,936,ay,acceleration,Name,Device1,Android
15:46:24:778,7553,IMU,297,az,acceleration,Name,Device1,Android
15:46:24:801,7576,IMU,-44,gx,gyration,Name,Device1,Android
15:46:24:801,7576,IMU,-73,gy,gyration,Name,Device1,Android
15:46:24:801,7576,IMU,26,gz,gyration,Name,Device1,Android
15:46:24:823,7598,IMU,3328,mx,magnet,Name,Device1,Android
15:46:24:823,7598,IMU,-6192,my,magnet,Name,Device1,Android
15:46:24:823,7598,IMU,1713,mz,magnet,Name,Device1,Android
15:46:24:846,7621,sensor,98,a0,adc,Name,Device1,Android
15:46:24:868,7643,IMU,164,ax,acceleration,Name,Device1,Android
15:46:24:868,7643,IMU,922,ay,acceleration,Name,Device1,Android
15:46:24:868,7643,IMU,294,az,acceleration,Name,Device1,Android
15:46:24:891,7666,IMU,-48,gx,gyration,Name,Device1,Android
15:46:24:891,7666,IMU,-83,gy,gyration,Name,Device1,Android
15:46:24:891,7666,IMU,49,gz,gyration,Name,Device1,Android
15:46:24:914,7689,IMU,3091,mx,magnet,Name,Device1,Android
15:46:24:914,7689,IMU,-6127,my,magnet,Name,Device1,Android
15:46:24:914,7689,IMU,1516,mz,magnet,Name,Device1,Android
15:46:24:936,7711,sensor,134,a0,adc,Name,Device1,Android
15:46:24:966,7741,IMU,51,ax,acceleration,Name,Device1,Android
15:46:24:966,7741,IMU,942,ay,acceleration,Name,Device1,Android
15:46:24:966,7741,IMU,187,az,acceleration,Name,Device1,Android
15:46:24:980,7755,IMU,-51,gx,gyration,Name,Device1,Android
15:46:24:980,7755,IMU,-95,gy,gyration,Name,Device1,Android
15:46:24:980,7755,IMU,65,gz,gyration,Name,Device1,Android
15:46:25:3,7778,IMU,2772,mx,magnet,Name,Device1,Android
15:46:25:3,7778,IMU,-6049,my,magnet,Name,Device1,Android
15:46:25:3,7778,IMU,1415,mz,magnet,Name,Device1,Android
15:46:25:26,7801,sensor,207,a0,adc,Name,Device1,Android
15:46:25:48,7823,IMU,-62,ax,acceleration,Name,Device1,Android
15:46:25:48,7823,IMU,990,ay,acceleration,Name,Device1,Android
15:46:25:48,7823,IMU,77,az,acceleration,Name,Device1,Android
15:46:25:71,7846,IMU,-31,gx,gyration,Name,Device1,Android
15:46:25:71,7846,IMU,-86,gy,gyration,Name,Device1,Android
15:46:25:71,7846,IMU,64,gz,gyration,Name,Device1,Android
15:46:25:93,7868,IMU,2444,mx,magnet,Name,Device1,Android
15:46:25:93,7868,IMU,-5894,my,magnet,Name,Device1,Android
15:46:25:93,7868,IMU,1358,mz,magnet,Name,Device1,Android
15:46:25:116,7891,sensor,106,a0,adc,Name,Device1,Android
15:46:25:138,7913,IMU,-210,ax,acceleration,Name,Device1,Android
15:46:25:138,7913,IMU,1408,ay,acceleration,Name,Device1,Android
15:46:25:138,7913,IMU,-152,az,acceleration,Name,Device1,Android
15:46:25:160,7935,IMU,23,gx,gyration,Name,Device1,Android
15:46:25:160,7935,IMU,-42,gy,gyration,Name,Device1,Android
15:46:25:160,7935,IMU,32,gz,gyration,Name,Device1,Android
15:46:25:183,7958,IMU,2194,mx,magnet,Name,Device1,Android
15:46:25:183,7958,IMU,-5880,my,magnet,Name,Device1,Android
15:46:25:183,7958,IMU,1294,mz,magnet,Name,Device1,Android
15:46:25:206,7981,sensor,93,a0,adc,Name,Device1,Android
15:46:25:228,8003,IMU,620,ax,acceleration,Name,Device1,Android
15:46:25:228,8003,IMU,1350,ay,acceleration,Name,Device1,Android
15:46:25:228,8003,IMU,281,az,acceleration,Name,Device1,Android
15:46:25:251,8026,IMU,63,gx,gyration,Name,Device1,Android
15:46:25:251,8026,IMU,-218,gy,gyration,Name,Device1,Android
15:46:25:251,8026,IMU,-97,gz,gyration,Name,Device1,Android
15:46:25:273,8048,IMU,2029,mx,magnet,Name,Device1,Android
15:46:25:273,8048,IMU,-6053,my,magnet,Name,Device1,Android
15:46:25:273,8048,IMU,1668,mz,magnet,Name,Device1,Android
15:46:25:296,8071,sensor,428,a0,adc,Name,Device1,Android
15:46:25:298,8073,sensor,41.19904513,v,velocity,Name,Device1,Android
15:46:25:318,8093,IMU,559,ax,acceleration,Name,Device1,Android
15:46:25:318,8093,IMU,886,ay,acceleration,Name,Device1,Android
15:46:25:318,8093,IMU,284,az,acceleration,Name,Device1,Android
15:46:25:341,8117,IMU,-31,gx,gyration,Name,Device1,Android
15:46:25:341,8117,IMU,-177,gy,gyration,Name,Device1,Android
15:46:25:341,8117,IMU,-195,gz,gyration,Name,Device1,Android
15:46:25:363,8138,IMU,2183,mx,magnet,Name,Device1,Android
15:46:25:363,8138,IMU,-6105,my,magnet,Name,Device1,Android
15:46:25:363,8138,IMU,1828,mz,magnet,Name,Device1,Android
15:46:25:386,8161,sensor,450,a0,adc,Name,Device1,Android
15:46:25:411,8186,IMU,436,ax,acceleration,Name,Device1,Android
15:46:25:411,8186,IMU,804,ay,acceleration,Name,Device1,Android
15:46:25:411,8186,IMU,223,az,acceleration,Name,Device1,Android
15:46:25:431,8206,IMU,22,gx,gyration,Name,Device1,Android
15:46:25:431,8206,IMU,68,gy,gyration,Name,Device1,Android
15:46:25:431,8206,IMU,-202,gz,gyration,Name,Device1,Android
15:46:25:453,8228,IMU,2631,mx,magnet,Name,Device1,Android
15:46:25:453,8228,IMU,-6203,my,magnet,Name,Device1,Android
15:46:25:453,8228,IMU,1773,mz,magnet,Name,Device1,Android
15:46:25:476,8251,sensor,234,a0,adc,Name,Device1,Android
15:46:25:498,8273,IMU,487,ax,acceleration,Name,Device1,Android
15:46:25:498,8273,IMU,650,ay,acceleration,Name,Device1,Android
15:46:25:498,8273,IMU,252,az,acceleration,Name,Device1,Android
15:46:25:521,8296,IMU,12,gx,gyration,Name,Device1,Android
15:46:25:521,8296,IMU,132,gy,gyration,Name,Device1,Android
15:46:25:521,8296,IMU,-183,gz,gyration,Name,Device1,Android
15:46:25:543,8318,IMU,3259,mx,magnet,Name,Device1,Android
15:46:25:543,8318,IMU,-6235,my,magnet,Name,Device1,Android
15:46:25:543,8318,IMU,1802,mz,magnet,Name,Device1,Android
15:46:25:566,8341,sensor,131,a0,adc,Name,Device1,Android
15:46:25:588,8363,IMU,-285,ax,acceleration,Name,Device1,Android
15:46:25:588,8363,IMU,889,ay,acceleration,Name,Device1,Android
15:46:25:588,8363,IMU,-255,az,acceleration,Name,Device1,Android
15:46:25:610,8386,IMU,4,gx,gyration,Name,Device1,Android
15:46:25:610,8386,IMU,59,gy,gyration,Name,Device1,Android
15:46:25:610,8386,IMU,-199,gz,gyration,Name,Device1,Android
15:46:25:633,8408,IMU,3840,mx,magnet,Name,Device1,Android
15:46:25:633,8408,IMU,-6171,my,magnet,Name,Device1,Android
15:46:25:633,8408,IMU,1863,mz,magnet,Name,Device1,Android
15:46:25:656,8431,sensor,228,a0,adc,Name,Device1,Android
15:46:25:678,8453,IMU,-483,ax,acceleration,Name,Device1,Android
15:46:25:678,8453,IMU,973,ay,acceleration,Name,Device1,Android
15:46:25:678,8453,IMU,-378,az,acceleration,Name,Device1,Android
15:46:25:701,8476,IMU,103,gx,gyration,Name,Device1,Android
15:46:25:701,8476,IMU,-49,gy,gyration,Name,Device1,Android
15:46:25:701,8476,IMU,-143,gz,gyration,Name,Device1,Android
15:46:25:723,8498,IMU,4231,mx,magnet,Name,Device1,Android
15:46:25:723,8498,IMU,-6045,my,magnet,Name,Device1,Android
15:46:25:723,8498,IMU,2020,mz,magnet,Name,Device1,Android
15:46:25:746,8521,sensor,132,a0,adc,Name,Device1,Android
15:46:25:768,8543,IMU,271,ax,acceleration,Name,Device1,Android
15:46:25:768,8543,IMU,749,ay,acceleration,Name,Device1,Android
15:46:25:768,8543,IMU,208,az,acceleration,Name,Device1,Android
15:46:25:791,8566,IMU,32,gx,gyration,Name,Device1,Android
15:46:25:791,8566,IMU,-66,gy,gyration,Name,Device1,Android
15:46:25:791,8566,IMU,14,gz,gyration,Name,Device1,Android
15:46:25:813,8588,IMU,4306,mx,magnet,Name,Device1,Android
15:46:25:813,8588,IMU,-6011,my,magnet,Name,Device1,Android
15:46:25:813,8588,IMU,2071,mz,magnet,Name,Device1,Android
15:46:25:836,8611,sensor,215,a0,adc,Name,Device1,Android
15:46:25:858,8633,IMU,-770,ax,acceleration,Name,Device1,Android
15:46:25:858,8633,IMU,1744,ay,acceleration,Name,Device1,Android
15:46:25:858,8633,IMU,-336,az,acceleration,Name,Device1,Android
15:46:25:881,8656,IMU,-70,gx,gyration,Name,Device1,Android
15:46:25:881,8656,IMU,77,gy,gyration,Name,Device1,Android
15:46:25:881,8656,IMU,90,gz,gyration,Name,Device1,Android
15:46:25:903,8678,IMU,4033,mx,magnet,Name,Device1,Android
15:46:25:903,8678,IMU,-6045,my,magnet,Name,Device1,Android
15:46:25:903,8678,IMU,1966,mz,magnet,Name,Device1,Android
15:46:25:926,8701,sensor,139,a0,adc,Name,Device1,Android
15:46:25:948,8723,IMU,-94,ax,acceleration,Name,Device1,Android
15:46:25:948,8723,IMU,805,ay,acceleration,Name,Device1,Android
15:46:25:948,8723,IMU,187,az,acceleration,Name,Device1,Android
15:46:25:971,8746,IMU,-69,gx,gyration,Name,Device1,Android
15:46:25:971,8746,IMU,29,gy,gyration,Name,Device1,Android
15:46:25:971,8746,IMU,81,gz,gyration,Name,Device1,Android
15:46:25:993,8769,IMU,3815,mx,magnet,Name,Device1,Android
15:46:25:993,8769,IMU,-6109,my,magnet,Name,Device1,Android
15:46:25:993,8769,IMU,2031,mz,magnet,Name,Device1,Android
15:46:26:16,8791,sensor,127,a0,adc,Name,Device1,Android
15:46:26:38,8813,IMU,27,ax,acceleration,Name,Device1,Android
15:46:26:38,8813,IMU,879,ay,acceleration,Name,Device1,Android
15:46:26:38,8813,IMU,262,az,acceleration,Name,Device1,Android
15:46:26:61,8836,IMU,-55,gx,gyration,Name,Device1,Android
15:46:26:61,8836,IMU,-43,gy,gyration,Name,Device1,Android
15:46:26:61,8836,IMU,70,gz,gyration,Name,Device1,Android
15:46:26:83,8858,IMU,3646,mx,magnet,Name,Device1,Android
15:46:26:83,8858,IMU,-6062,my,magnet,Name,Device1,Android
15:46:26:83,8858,IMU,1843,mz,magnet,Name,Device1,Android
15:46:26:106,8881,sensor,164,a0,adc,Name,Device1,Android
15:46:26:136,8911,IMU,368,ax,acceleration,Name,Device1,Android
15:46:26:136,8911,IMU,923,ay,acceleration,Name,Device1,Android
15:46:26:136,8911,IMU,296,az,acceleration,Name,Device1,Android
15:46:26:150,8925,IMU,-60,gx,gyration,Name,Device1,Android
15:46:26:150,8925,IMU,-49,gy,gyration,Name,Device1,Android
15:46:26:150,8925,IMU,64,gz,gyration,Name,Device1,Android
15:46:26:184,8959,IMU,3392,mx,magnet,Name,Device1,Android
15:46:26:184,8959,IMU,-5992,my,magnet,Name,Device1,Android
15:46:26:184,8959,IMU,1679,mz,magnet,Name,Device1,Android
15:46:26:207,8982,sensor,160,a0,adc,Name,Device1,Android
15:46:26:232,9007,IMU,200,ax,acceleration,Name,Device1,Android
15:46:26:232,9007,IMU,946,ay,acceleration,Name,Device1,Android
15:46:26:232,9007,IMU,364,az,acceleration,Name,Device1,Android
15:46:26:252,9027,IMU,-54,gx,gyration,Name,Device1,Android
15:46:26:252,9027,IMU,-60,gy,gyration,Name,Device1,Android
15:46:26:252,9027,IMU,62,gz,gyration,Name,Device1,Android
15:46:26:274,9050,IMU,3041,mx,magnet,Name,Device1,Android
15:46:26:274,9050,IMU,-5884,my,magnet,Name,Device1,Android
15:46:26:274,9050,IMU,1470,mz,magnet,Name,Device1,Android
15:46:26:297,9072,sensor,184,a0,adc,Name,Device1,Android
15:46:26:320,9095,IMU,18,ax,acceleration,Name,Device1,Android
15:46:26:320,9095,IMU,984,ay,acceleration,Name,Device1,Android
15:46:26:320,9095,IMU,184,az,acceleration,Name,Device1,Android
15:46:26:343,9118,IMU,-60,gx,gyration,Name,Device1,Android
15:46:26:343,9118,IMU,-96,gy,gyration,Name,Device1,Android
15:46:26:343,9118,IMU,72,gz,gyration,Name,Device1,Android
15:46:26:367,9142,IMU,2753,mx,magnet,Name,Device1,Android
15:46:26:367,9142,IMU,-5752,my,magnet,Name,Device1,Android
15:46:26:367,9142,IMU,1334,mz,magnet,Name,Device1,Android
15:46:26:386,9161,sensor,167,a0,adc,Name,Device1,Android
15:46:26:417,9192,IMU,94,ax,acceleration,Name,Device1,Android
15:46:26:417,9192,IMU,995,ay,acceleration,Name,Device1,Android
15:46:26:417,9192,IMU,326,az,acceleration,Name,Device1,Android
15:46:26:431,9206,IMU,-41,gx,gyration,Name,Device1,Android
15:46:26:431,9206,IMU,-134,gy,gyration,Name,Device1,Android
15:46:26:431,9206,IMU,43,gz,gyration,Name,Device1,Android
15:46:26:454,9229,IMU,2391,mx,magnet,Name,Device1,Android
15:46:26:454,9229,IMU,-5661,my,magnet,Name,Device1,Android
15:46:26:454,9229,IMU,1250,mz,magnet,Name,Device1,Android
15:46:26:477,9252,sensor,186,a0,adc,Name,Device1,Android
15:46:26:506,9281,IMU,159,ax,acceleration,Name,Device1,Android
15:46:26:506,9281,IMU,933,ay,acceleration,Name,Device1,Android
15:46:26:506,9281,IMU,382,az,acceleration,Name,Device1,Android
15:46:26:521,9296,IMU,-1,gx,gyration,Name,Device1,Android
15:46:26:521,9296,IMU,-166,gy,gyration,Name,Device1,Android
15:46:26:521,9296,IMU,23,gz,gyration,Name,Device1,Android
15:46:26:543,9318,IMU,2077,mx,magnet,Name,Device1,Android
15:46:26:543,9318,IMU,-5561,my,magnet,Name,Device1,Android
15:46:26:543,9318,IMU,1304,mz,magnet,Name,Device1,Android
15:46:26:566,9341,sensor,113,a0,adc,Name,Device1,Android
15:46:26:589,9364,IMU,264,ax,acceleration,Name,Device1,Android
15:46:26:589,9364,IMU,854,ay,acceleration,Name,Device1,Android
15:46:26:589,9364,IMU,275,az,acceleration,Name,Device1,Android
15:46:26:611,9386,IMU,11,gx,gyration,Name,Device1,Android
15:46:26:611,9386,IMU,-156,gy,gyration,Name,Device1,Android
15:46:26:611,9386,IMU,31,gz,gyration,Name,Device1,Android
15:46:26:634,9409,IMU,1703,mx,magnet,Name,Device1,Android
15:46:26:634,9409,IMU,-5530,my,magnet,Name,Device1,Android
15:46:26:634,9409,IMU,1418,mz,magnet,Name,Device1,Android
15:46:26:657,9432,sensor,72,a0,adc,Name,Device1,Android
15:46:26:686,9461,IMU,253,ax,acceleration,Name,Device1,Android
15:46:26:686,9461,IMU,1235,ay,acceleration,Name,Device1,Android
15:46:26:686,9461,IMU,-104,az,acceleration,Name,Device1,Android
15:46:26:702,9477,IMU,22,gx,gyration,Name,Device1,Android
15:46:26:702,9477,IMU,-260,gy,gyration,Name,Device1,Android
15:46:26:702,9477,IMU,47,gz,gyration,Name,Device1,Android
15:46:26:724,9500,IMU,1265,mx,magnet,Name,Device1,Android
15:46:26:724,9500,IMU,-5494,my,magnet,Name,Device1,Android
15:46:26:724,9500,IMU,1687,mz,magnet,Name,Device1,Android
15:46:26:747,9522,sensor,71,a0,adc,Name,Device1,Android
15:46:26:769,9544,IMU,646,ax,acceleration,Name,Device1,Android
15:46:26:769,9544,IMU,1282,ay,acceleration,Name,Device1,Android
15:46:26:769,9544,IMU,-292,az,acceleration,Name,Device1,Android
15:46:26:792,9567,IMU,4,gx,gyration,Name,Device1,Android
15:46:26:792,9567,IMU,-378,gy,gyration,Name,Device1,Android
15:46:26:792,9567,IMU,-112,gz,gyration,Name,Device1,Android
15:46:26:826,9601,IMU,928,mx,magnet,Name,Device1,Android
15:46:26:826,9601,IMU,-5546,my,magnet,Name,Device1,Android
15:46:26:826,9601,IMU,2228,mz,magnet,Name,Device1,Android
15:46:26:848,9623,sensor,243,a0,adc,Name,Device1,Android
15:46:26:877,9652,IMU,736,ax,acceleration,Name,Device1,Android
15:46:26:877,9652,IMU,512,ay,acceleration,Name,Device1,Android
15:46:26:877,9652,IMU,113,az,acceleration,Name,Device1,Android
15:46:26:894,9669,IMU,-56,gx,gyration,Name,Device1,Android
15:46:26:894,9669,IMU,-199,gy,gyration,Name,Device1,Android
15:46:26:894,9669,IMU,-135,gz,gyration,Name,Device1,Android
15:46:26:916,9691,IMU,988,mx,magnet,Name,Device1,Android
15:46:26:916,9691,IMU,-5765,my,magnet,Name,Device1,Android
15:46:26:916,9691,IMU,2691,mz,magnet,Name,Device1,Android
15:46:26:938,9713,sensor,288,a0,adc,Name,Device1,Android
15:46:26:960,9735,IMU,212,ax,acceleration,Name,Device1,Android
15:46:26:960,9735,IMU,744,ay,acceleration,Name,Device1,Android
15:46:26:960,9735,IMU,-94,az,acceleration,Name,Device1,Android
15:46:26:983,9758,IMU,-64,gx,gyration,Name,Device1,Android
15:46:26:983,9758,IMU,-129,gy,gyration,Name,Device1,Android
15:46:26:983,9758,IMU,-96,gz,gyration,Name,Device1,Android
15:46:27:6,9781,IMU,1166,mx,magnet,Name,Device1,Android
15:46:27:6,9781,IMU,-5899,my,magnet,Name,Device1,Android
15:46:27:6,9781,IMU,2741,mz,magnet,Name,Device1,Android
15:46:27:30,9805,sensor,227,a0,adc,Name,Device1,Android
15:46:27:58,9833,IMU,347,ax,acceleration,Name,Device1,Android
15:46:27:58,9833,IMU,940,ay,acceleration,Name,Device1,Android
15:46:27:58,9833,IMU,-181,az,acceleration,Name,Device1,Android
15:46:27:73,9848,IMU,-24,gx,gyration,Name,Device1,Android
15:46:27:73,9848,IMU,-24,gy,gyration,Name,Device1,Android
15:46:27:73,9848,IMU,-54,gz,gyration,Name,Device1,Android
15:46:27:96,9871,IMU,1249,mx,magnet,Name,Device1,Android
15:46:27:96,9871,IMU,-5969,my,magnet,Name,Device1,Android
15:46:27:96,9871,IMU,2747,mz,magnet,Name,Device1,Android
15:46:27:118,9893,sensor,226,a0,adc,Name,Device1,Android
15:46:27:144,9919,IMU,235,ax,acceleration,Name,Device1,Android
15:46:27:144,9919,IMU,909,ay,acceleration,Name,Device1,Android
15:46:27:144,9919,IMU,-105,az,acceleration,Name,Device1,Android
15:46:27:164,9939,IMU,-41,gx,gyration,Name,Device1,Android
15:46:27:164,9939,IMU,-15,gy,gyration,Name,Device1,Android
15:46:27:164,9939,IMU,-34,gz,gyration,Name,Device1,Android
15:46:27:186,9961,IMU,1334,mx,magnet,Name,Device1,Android
15:46:27:186,9961,IMU,-5999,my,magnet,Name,Device1,Android
15:46:27:186,9961,IMU,2626,mz,magnet,Name,Device1,Android
15:46:27:208,9983,sensor,184,a0,adc,Name,Device1,Android
15:46:27:232,10008,IMU,261,ax,acceleration,Name,Device1,Android
15:46:27:232,10008,IMU,905,ay,acceleration,Name,Device1,Android
15:46:27:232,10008,IMU,-52,az,acceleration,Name,Device1,Android
15:46:27:253,10028,IMU,-6,gx,gyration,Name,Device1,Android
15:46:27:253,10028,IMU,51,gy,gyration,Name,Device1,Android
15:46:27:253,10028,IMU,-11,gz,gyration,Name,Device1,Android
15:46:27:276,10051,IMU,1350,mx,magnet,Name,Device1,Android
15:46:27:276,10051,IMU,-6017,my,magnet,Name,Device1,Android
15:46:27:276,10051,IMU,2541,mz,magnet,Name,Device1,Android
15:46:27:298,10073,sensor,124,a0,adc,Name,Device1,Android
15:46:27:320,10095,IMU,272,ax,acceleration,Name,Device1,Android
15:46:27:320,10095,IMU,948,ay,acceleration,Name,Device1,Android
15:46:27:320,10095,IMU,-109,az,acceleration,Name,Device1,Android
15:46:27:343,10119,IMU,-14,gx,gyration,Name,Device1,Android
15:46:27:343,10119,IMU,63,gy,gyration,Name,Device1,Android
15:46:27:343,10119,IMU,0,gz,gyration,Name,Device1,Android
15:46:27:366,10141,IMU,1410,mx,magnet,Name,Device1,Android
15:46:27:366,10141,IMU,-6039,my,magnet,Name,Device1,Android
15:46:27:366,10141,IMU,2424,mz,magnet,Name,Device1,Android
15:46:27:388,10163,sensor,58,a0,adc,Name,Device1,Android
15:46:27:411,10186,IMU,437,ax,acceleration,Name,Device1,Android
15:46:27:411,10186,IMU,934,ay,acceleration,Name,Device1,Android
15:46:27:411,10186,IMU,-15,az,acceleration,Name,Device1,Android
15:46:27:435,10210,IMU,0,gx,gyration,Name,Device1,Android
15:46:27:435,10210,IMU,-8,gy,gyration,Name,Device1,Android
15:46:27:435,10210,IMU,-1,gz,gyration,Name,Device1,Android
15:46:27:456,10231,IMU,1421,mx,magnet,Name,Device1,Android
15:46:27:456,10231,IMU,-6031,my,magnet,Name,Device1,Android
15:46:27:456,10231,IMU,2379,mz,magnet,Name,Device1,Android
15:46:27:478,10253,sensor,77,a0,adc,Name,Device1,Android
15:46:27:501,10276,IMU,25,ax,acceleration,Name,Device1,Android
15:46:27:501,10276,IMU,938,ay,acceleration,Name,Device1,Android
15:46:27:501,10276,IMU,146,az,acceleration,Name,Device1,Android
15:46:27:523,10298,IMU,-27,gx,gyration,Name,Device1,Android
15:46:27:523,10298,IMU,-18,gy,gyration,Name,Device1,Android
15:46:27:523,10298,IMU,-19,gz,gyration,Name,Device1,Android
15:46:27:546,10321,IMU,1438,mx,magnet,Name,Device1,Android
15:46:27:546,10321,IMU,-5987,my,magnet,Name,Device1,Android
15:46:27:546,10321,IMU,2297,mz,magnet,Name,Device1,Android
15:46:27:568,10343,sensor,131,a0,adc,Name,Device1,Android
15:46:27:590,10366,IMU,-69,ax,acceleration,Name,Device1,Android
15:46:27:590,10366,IMU,1036,ay,acceleration,Name,Device1,Android
15:46:27:590,10366,IMU,89,az,acceleration,Name,Device1,Android
15:46:27:625,10400,IMU,9,gx,gyration,Name,Device1,Android
15:46:27:625,10400,IMU,-1,gy,gyration,Name,Device1,Android
15:46:27:625,10400,IMU,-19,gz,gyration,Name,Device1,Android
15:46:27:646,10421,IMU,1477,mx,magnet,Name,Device1,Android
15:46:27:646,10421,IMU,-6008,my,magnet,Name,Device1,Android
15:46:27:646,10421,IMU,2272,mz,magnet,Name,Device1,Android
15:46:27:670,10445,sensor,169,a0,adc,Name,Device1,Android
15:46:27:696,10471,IMU,49,ax,acceleration,Name,Device1,Android
15:46:27:696,10471,IMU,910,ay,acceleration,Name,Device1,Android
15:46:27:696,10471,IMU,81,az,acceleration,Name,Device1,Android
15:46:27:714,10489,IMU,0,gx,gyration,Name,Device1,Android
15:46:27:714,10489,IMU,-64,gy,gyration,Name,Device1,Android
15:46:27:714,10489,IMU,-8,gz,gyration,Name,Device1,Android
15:46:27:737,10512,IMU,1486,mx,magnet,Name,Device1,Android
15:46:27:737,10512,IMU,-6022,my,magnet,Name,Device1,Android
15:46:27:737,10512,IMU,2350,mz,magnet,Name,Device1,Android
15:46:27:759,10534,sensor,148,a0,adc,Name,Device1,Android
15:46:27:785,10560,IMU,-49,ax,acceleration,Name,Device1,Android
15:46:27:785,10560,IMU,1017,ay,acceleration,Name,Device1,Android
15:46:27:785,10560,IMU,103,az,acceleration,Name,Device1,Android
15:46:27:805,10580,IMU,4,gx,gyration,Name,Device1,Android
15:46:27:805,10580,IMU,-3,gy,gyration,Name,Device1,Android
15:46:27:805,10580,IMU,6,gz,gyration,Name,Device1,Android
15:46:27:827,10602,IMU,1434,mx,magnet,Name,Device1,Android
15:46:27:827,10602,IMU,-5993,my,magnet,Name,Device1,Android
15:46:27:827,10602,IMU,2332,mz,magnet,Name,Device1,Android
15:46:27:850,10625,sensor,135,a0,adc,Name,Device1,Android
15:46:27:883,10658,IMU,84,ax,acceleration,Name,Device1,Android
15:46:27:883,10658,IMU,936,ay,acceleration,Name,Device1,Android
15:46:27:883,10658,IMU,49,az,acceleration,Name,Device1,Android
15:46:27:906,10681,IMU,22,gx,gyration,Name,Device1,Android
15:46:27:906,10681,IMU,-11,gy,gyration,Name,Device1,Android
15:46:27:906,10681,IMU,4,gz,gyration,Name,Device1,Android
15:46:27:928,10703,IMU,1406,mx,magnet,Name,Device1,Android
15:46:27:928,10703,IMU,-5975,my,magnet,Name,Device1,Android
15:46:27:928,10703,IMU,2425,mz,magnet,Name,Device1,Android
15:46:27:951,10726,sensor,72,a0,adc,Name,Device1,Android
15:46:27:973,10748,IMU,4,ax,acceleration,Name,Device1,Android
15:46:27:973,10748,IMU,1032,ay,acceleration,Name,Device1,Android
15:46:27:973,10748,IMU,-86,az,acceleration,Name,Device1,Android
15:46:27:996,10771,IMU,32,gx,gyration,Name,Device1,Android
15:46:27:996,10771,IMU,-19,gy,gyration,Name,Device1,Android
15:46:27:996,10771,IMU,2,gz,gyration,Name,Device1,Android
15:46:28:18,10793,IMU,1334,mx,magnet,Name,Device1,Android
15:46:28:18,10793,IMU,-5951,my,magnet,Name,Device1,Android
15:46:28:18,10793,IMU,2470,mz,magnet,Name,Device1,Android
15:46:28:41,10816,sensor,70,a0,adc,Name,Device1,Android
15:46:28:64,10839,IMU,403,ax,acceleration,Name,Device1,Android
15:46:28:64,10839,IMU,781,ay,acceleration,Name,Device1,Android
15:46:28:64,10839,IMU,208,az,acceleration,Name,Device1,Android
15:46:28:86,10861,IMU,55,gx,gyration,Name,Device1,Android
15:46:28:86,10861,IMU,-7,gy,gyration,Name,Device1,Android
15:46:28:86,10861,IMU,0,gz,gyration,Name,Device1,Android
15:46:28:108,10883,IMU,1324,mx,magnet,Name,Device1,Android
15:46:28:108,10883,IMU,-5991,my,magnet,Name,Device1,Android
15:46:28:108,10883,IMU,2807,mz,magnet,Name,Device1,Android
15:46:28:130,10905,sensor,117,a0,adc,Name,Device1,Android
